.model_id,.model_desc,.type,mae,mape,mase,smape,rmse,rsq
1,Mean Ensemble,Test,0.04515613270823448,7.122358929471087,0.03798391845115941,6.68231948410158,0.08882266531366237,0.9960639810648979
3,Weighted Ensemble,Test,0.04877897446974201,8.958785410972897,0.04103133898470441,8.102002329362394,0.09108661526180317,0.9964769084568385
2,Median Ensemble,Test,0.04906576197231251,7.226087217231898,0.0412725756109858,6.787098086917393,0.09274324390387338,0.9961879755795401
