.model_id,.model_desc,.type,id,mae,mape,mase,smape,rmse,rsq
15,XGBOOST,Test,Hydroelectric Power Production,0.12932317882585526,56.16251629321616,2.483452141222785,42.30092872293354,0.13252952660343087,0.8602459329641031
15,XGBOOST,Test,Biomass Energy Production,0.13092988375266393,28.137042699288894,1.5170999793503812,24.233309330038878,0.13328167982116979,0.9791400546568189
5,GLMNET,Test,Natural Gas Plant Liquids Production,0.12645880861976896,20.826649656592526,1.1438277278548126,23.809054067195248,0.13395840231820075,0.9879117501269287
25,RECURSIVE KERNLAB,Test,Wind Energy Production,0.12441589717689279,47.045833561497034,1.993433374296086,36.11278631158418,0.13559028386535193,0.8215086262315539
25,RECURSIVE KERNLAB,Test,Natural Gas Plant Liquids Production,0.12474874326882739,19.894730250373172,1.1283600812258456,17.51233568274461,0.14176731616163002,0.8991498698741992
27,DEEPAR,Test,Coal Production,0.12627245044962568,8.912174591515905,0.4515429490279005,8.757838236460024,0.14398555671140245,0.9565098660760964
5,GLMNET,Test,Wind Energy Production,0.1173957857576583,36.09566953319156,1.8809547866564176,38.84015086723438,0.14655693340914838,0.9477186990632488
18,LIGHTGBM,Test,Geothermal Energy Production,0.14700637923045848,745.9712094932538,45.386956646001735,155.75610252051297,0.14785024336112557,0.1482736526220016
25,RECURSIVE KERNLAB,Test,Nuclear Electric Power Production,0.1324094683432907,17.07423507219732,0.8450623004062364,15.321124682593707,0.14819631227858002,0.9451925195443455
12,PROPHET W/ XGBOOST ERRORS,Test,Natural Gas Plant Liquids Production,0.1386113091404187,23.53782600524788,1.2537478450060366,27.664777939299086,0.15026980154509287,0.9919497888207939
25,RECURSIVE KERNLAB,Test,Solar Energy Production,0.14079018771142013,120.59399281949061,8.72181472221967,72.78210620947699,0.15134799959379436,0.5607240881023521
18,LIGHTGBM,Test,Natural Gas Plant Liquids Production,0.14766440604824874,23.07306073399088,1.3356336652122682,21.004766976692938,0.15632003818570098,0.9358529041654545
25,RECURSIVE KERNLAB,Test,Geothermal Energy Production,0.14687237355570115,728.5744964406433,45.34558354517191,151.21940879815642,0.15842024065215274,0.12657569205883842
28,DEEPSTATE,Test,Coal Production,0.1270626992746989,9.058977152150987,0.4543688329294863,8.482415141355478,0.1619580928164917,0.9606592904140709
25,RECURSIVE KERNLAB,Test,Hydroelectric Power Production,0.15534131780002225,64.91791418342578,2.983090361785213,46.979214073293235,0.16673403827957592,0.6566575636810302
12,PROPHET W/ XGBOOST ERRORS,Test,Wind Energy Production,0.14358387103471107,45.992048512077304,2.3005491020513844,54.116326685478334,0.1679189351083259,0.9389163628461618
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Solar Energy Production,0.1395133606111353,130.34598883636275,8.642716529497465,71.85542385743756,0.1683735018612431,0.042114288533259533
2,WINDOW FUNC [12],Test,Biomass Energy Production,0.15531801388888888,30.92538126103384,1.7996881148134471,28.729188520138173,0.1728990952940873,NA
29,Tuned LightGBM - Calendar,Test,Biomass Energy Production,0.17289175700010823,35.754358475970136,1.8241221534330607,31.36299629661622,0.1753774146968058,0.4907595600136285
28,DEEPSTATE,Test,Crude Oil Production,0.12315337517420466,4.284073869655577,0.2772563186912795,4.375036552562165,0.1779826592550766,0.9893333795893207
6,RECURSIVE GLMNET,Test,Natural Gas (Dry) Production,0.12523376340357015,3.4621134438715915,0.22204675818901326,3.5019749100270468,0.1805376263700184,0.9782739531627698
4,RECURSIVE GLMNET,Test,Natural Gas (Dry) Production,0.12696028042592208,3.497990825779234,0.22510797345039588,3.5388845814847087,0.1828314793858099,0.9776014177177215
1,WINDOW FUNC [6],Test,Biomass Energy Production,0.17232720833333337,36.12694960303886,1.9967756535848113,31.648624213989496,0.18318631083737766,NA
24,KERNLAB,Test,Coal Production,0.157169120662196,14.878027640534464,0.7203868675608587,13.301053205036306,0.18517375510505615,0.9214014398569431
27,DEEPAR,Test,Natural Gas (Dry) Production,0.15776313734944666,4.404931067257726,0.24460660199788062,4.372424537981569,0.18522984194545922,0.9997464332595384
25,RECURSIVE KERNLAB,Test,Biomass Energy Production,0.17870351830209674,38.35548476363609,2.070658707969985,30.81825863348709,0.19469753250312452,0.817032807681527
29,Tuned LightGBM - Calendar,Test,Natural Gas Plant Liquids Production,0.19484986541806582,32.384843496129164,1.7139000195101142,29.259432645063104,0.20090532495641006,0.62713131933845645
28,DEEPSTATE,Test,Natural Gas (Dry) Production,0.16131127245585128,4.138689703761058,0.25010786982500693,4.189857739535068,0.22489552233517782,0.9890649833366533
5,GLMNET,Test,Hydroelectric Power Production,0.14766164923672792,46.408116319548895,2.8356141745266488,34.72535743239143,0.22584480123377573,0.8113842959756633
1,WINDOW FUNC [6],Test,Natural Gas Plant Liquids Production,0.19426191666666667,26.509278587345097,1.7571110243309538,26.561147059306318,0.22830531816898342,NA
12,PROPHET W/ XGBOOST ERRORS,Test,Hydroelectric Power Production,0.16275415587453956,51.09022524946777,3.125442481148809,39.87499916791367,0.2406873236480514,0.8034466938475984
2,WINDOW FUNC [12],Test,Natural Gas Plant Liquids Production,0.17068327777777778,20.363633494054916,1.5438407805215337,22.83725063306019,0.24244197673180012,NA
20,RECURSIVE RANDOMFOREST,Test,Crude Oil Production,0.21984439778229642,9.40609508806463,0.5460949148599012,9.400436603498074,0.2469469988126639,0.9115042191520316
6,RECURSIVE GLMNET,Test,Coal Production,0.21863125550419293,19.172056863898888,1.0020994241106465,16.954087844267253,0.24942551144177605,0.8934578230082995
4,RECURSIVE GLMNET,Test,Coal Production,0.218614988843425,19.170698767534684,1.0020248656430102,16.952107895341108,0.24956700483705854,0.892569234868812
25,RECURSIVE KERNLAB,Test,Crude Oil Production,0.1957471160642542,7.727183992276274,0.48623711024483635,7.634858491876228,0.2500439488732099,0.9465325946521722
5,GLMNET,Test,Solar Energy Production,0.19924785488519997,161.54546963215805,12.34321015091213,164.11014905619925,0.2518802429642838,0.4488070189482272
23,RECURSIVE KERNLAB,Test,Crude Oil Production,0.16701992995190637,5.866872672864551,0.41487859298244906,6.1815928105621945,0.25928093703461846,0.9475829746400954
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Natural Gas Plant Liquids Production,0.17008538281470517,19.460311836777763,1.5384327836838958,22.721205155189647,0.26002063232412775,8.218380187643734e-4
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Natural Gas Plant Liquids Production,0.17020795327691593,18.936087470032913,1.5395414410785275,22.719188904790325,0.26405554765972633,0.00573554363702017
17,RECURSIVE LIGHTGBM,Test,Crude Oil Production,0.20903215609089745,9.334757776559236,0.519237236131348,8.799287303517044,0.2669225193984135,0.9176340764162836
12,PROPHET W/ XGBOOST ERRORS,Test,Solar Energy Production,0.22515363371603633,185.60654339591676,13.94804786631087,169.92472942052675,0.27071366962028537,0.4566855151692308
22,RECURSIVE RANDOMFOREST,Test,Crude Oil Production,0.2281036720698914,10.107035140917803,0.566611005942446,9.617522165357755,0.27737077986356856,0.899133601198179
5,GLMNET,Test,Geothermal Energy Production,0.18381514444187247,698.1060412448437,56.751346678520555,190.95150071262032,0.27876964300818685,0.9847007702532639
2,WINDOW FUNC [12],Test,Nuclear Electric Power Production,0.24083319444444448,27.102585713197218,1.5370430518137275,26.522427865284907,0.28433060339571326,NA
23,RECURSIVE KERNLAB,Test,Coal Production,0.2500004190599603,22.849678912910274,1.1458804249633092,19.44507766654619,0.2898278129106364,0.8708937269829051
1,WINDOW FUNC [6],Test,Nuclear Electric Power Production,0.26332088888888894,31.260079261428658,1.6805637760929417,28.999993640095216,0.2905394434488932,NA
6,RECURSIVE GLMNET,Test,Crude Oil Production,0.22735383286806066,9.653814136165865,0.564748400485072,9.001042314505971,0.29275452194540574,0.9064976206995359
12,PROPHET W/ XGBOOST ERRORS,Test,Geothermal Energy Production,0.2102368424969608,839.8066222483852,64.90881896249596,191.4558551895321,0.29329246166886397,0.9828055590327013
4,RECURSIVE GLMNET,Test,Crude Oil Production,0.22855506632733005,9.683753992864583,0.567732272215641,9.032483131891814,0.2937130378127362,0.905868571862649
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Wind Energy Production,0.26790376584895387,112.3557151473344,4.292444294185382,65.20903385874998,0.294692188376095,0.02815816745746838
9,"SEASONAL DECOMP: ETS(A,N,N)",Test,Natural Gas Plant Liquids Production,0.2489133135498476,35.935053179326836,2.2514362817271247,32.90286011868461,0.3035385079043504,0.001192712268495106
3,SNAIVE [12],Test,Crude Oil Production,0.2423830746809127,9.362943318572055,0.6020811349599607,9.690887801957734,0.3042381106185916,0.8768714150605914
29,Tuned LightGBM - Calendar,Test,Nuclear Electric Power Production,0.30089611056675425,38.42344106595309,1.6220587235260002,33.38544641409035,0.3117642653935697,0.16403419683270756
8,"TBATS(0.062, {1,4}, 0.964, {<12,2>})",Test,Hydroelectric Power Production,0.30803034618036496,136.54748345305606,5.9152475969782055,76.9646620997491,0.3171546052616456,0.06811650443327433
14,RECURSIVE XGBOOST,Test,Crude Oil Production,0.2725137597077688,11.312036670995534,0.6769259526600938,10.915497376752588,0.32615437785299844,0.8557024591017413
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Wind Energy Production,0.2402917287515467,70.01212249109528,3.8500349435216634,97.86094593600497,0.32768601550913257,0.06871404341109902
21,RANDOMFOREST,Test,Crude Oil Production,0.2633129403814869,9.504117264277804,0.6540710575737844,9.873634817631512,0.33076792749885753,0.9553385726416174
9,"SEASONAL DECOMP: ETS(A,N,N)",Test,Biomass Energy Production,0.291788036056063,60.80701625235877,3.380982330295048,45.620431111629,0.3367765045313539,0.01987754928026633
3,SNAIVE [12],Test,Natural Gas (Dry) Production,0.2502826729604897,6.919072089542248,0.4437657597389861,7.279711573070345,0.344104902841625,0.9570531918647279
25,RECURSIVE KERNLAB,Test,Coal Production,0.3026044843730443,28.10004192951075,1.3869918956656737,23.1817307478636,0.3476137154908906,0.8335016352112042
26,LIGHTGBM,Test,Coal Production,0.3112473490998524,27.490674609183934,1.4266065872861702,23.04069913902461,0.35777941790740847,0.8276275575931294
3,SNAIVE [12],Test,Coal Production,0.32056529166666675,28.248900332363313,1.4693155076487558,23.616087186525675,0.3637337254919901,0.8471121800172784
13,"ARIMA(4,0,1)(0,0,1)[12] WITH NON-ZERO MEAN W/ XGBOOST ERRORS",Test,Geothermal Energy Production,0.36191940515467347,1848.7776748042804,111.73950706826528,178.9618924808281,0.36395565698933824,2.2588296094771092e-4
